BRAND,Retail,tanggal,Production
AUDI,26,2014-01-01,18
AUDI,16,2014-02-01,10
AUDI,25,2014-03-01,12
AUDI,30,2014-04-01,23
AUDI,25,2014-05-01,20
AUDI,25,2014-06-01,15
AUDI,25,2014-07-01,24
AUDI,30,2014-08-01,24
AUDI,33,2014-09-01,24
AUDI,44,2014-10-01,29
AUDI,41,2014-11-01,32
AUDI,26,2014-12-01,14
B M W,203,2014-01-01,148
B M W,188,2014-02-01,144
B M W,272,2014-03-01,145
B M W,230,2014-04-01,144
B M W,253,2014-05-01,121
B M W,249,2014-06-01,188
B M W,150,2014-07-01,145
B M W,148,2014-08-01,61
B M W,188,2014-09-01,236
B M W,200,2014-10-01,251
B M W,211,2014-11-01,260
B M W,255,2014-12-01,202
BENTLY,-,2014-01-01,
BENTLY,-,2014-02-01,
BENTLY,-,2014-03-01,
BENTLY,-,2014-04-01,
BENTLY,-,2014-05-01,
BENTLY,-,2014-06-01,
BENTLY,-,2014-07-01,
BENTLY,-,2014-08-01,
BENTLY,-,2014-09-01,
BENTLY,-,2014-10-01,
BENTLY,-,2014-11-01,
BENTLY,-,2014-12-01,
CHERY,-,2014-01-01,-
CHERY,-,2014-02-01,-
CHERY,-,2014-03-01,-
CHERY,-,2014-04-01,-
CHERY,-,2014-05-01,-
CHERY,-,2014-06-01,-
CHERY,-,2014-07-01,-
CHERY,-,2014-08-01,-
CHERY,-,2014-09-01,-
CHERY,-,2014-10-01,-
CHERY,-,2014-11-01,-
CHERY,-,2014-12-01,-
CHEVROLET,1439,2014-01-01,1584
CHEVROLET,1184,2014-02-01,1213
CHEVROLET,1044,2014-03-01,1255
CHEVROLET,687,2014-04-01,1480
CHEVROLET,776,2014-05-01,766
CHEVROLET,729,2014-06-01,508
CHEVROLET,720,2014-07-01,327
CHEVROLET,666,2014-08-01,340
CHEVROLET,780,2014-09-01,382
CHEVROLET,897,2014-10-01,365
CHEVROLET,818,2014-11-01,207
CHEVROLET,966,2014-12-01,120
CHRYSLER,-,2014-01-01,
CHRYSLER,16,2014-02-01,
CHRYSLER,-,2014-03-01,
CHRYSLER,6,2014-04-01,
CHRYSLER,1,2014-05-01,
CHRYSLER,-,2014-06-01,
CHRYSLER,-,2014-07-01,
CHRYSLER,-,2014-08-01,
CHRYSLER,-,2014-09-01,
CHRYSLER,-,2014-10-01,
CHRYSLER,-,2014-11-01,
CHRYSLER,1,2014-12-01,
DAIHATSU,16838,2014-01-01,15787
DAIHATSU,15461,2014-02-01,18232
DAIHATSU,15024,2014-03-01,15726
DAIHATSU,14592,2014-04-01,15317
DAIHATSU,14766,2014-05-01,12093
DAIHATSU,16001,2014-06-01,15725
DAIHATSU,15386,2014-07-01,15891
DAIHATSU,14594,2014-08-01,14602
DAIHATSU,15050,2014-09-01,15625
DAIHATSU,15100,2014-10-01,15329
DAIHATSU,15512,2014-11-01,14376
DAIHATSU,15378,2014-12-01,13167
DATSUN,-,2014-01-01,-
DATSUN,-,2014-02-01,-
DATSUN,-,2014-03-01,-
DATSUN,-,2014-04-01,-
DATSUN,141,2014-05-01,1293
DATSUN,1922,2014-06-01,2182
DATSUN,1904,2014-07-01,2085
DATSUN,2380,2014-08-01,2584
DATSUN,3000,2014-09-01,3375
DATSUN,2945,2014-10-01,3691
DATSUN,2378,2014-11-01,3103
DATSUN,2674,2014-12-01,2450
DODGE,7,2014-01-01,
DODGE,-,2014-02-01,
DODGE,20,2014-03-01,
DODGE,59,2014-04-01,
DODGE,26,2014-05-01,
DODGE,22,2014-06-01,
DODGE,26,2014-07-01,
DODGE,25,2014-08-01,
DODGE,46,2014-09-01,
DODGE,85,2014-10-01,
DODGE,30,2014-11-01,
DODGE,23,2014-12-01,
FAW,23,2014-01-01,
FAW,11,2014-02-01,
FAW,26,2014-03-01,
FAW,21,2014-04-01,
FAW,10,2014-05-01,
FAW,16,2014-06-01,
FAW,3,2014-07-01,
FAW,7,2014-08-01,
FAW,14,2014-09-01,
FAW,10,2014-10-01,
FAW,22,2014-11-01,
FAW,21,2014-12-01,
FIAT,-,2014-01-01,
FIAT,-,2014-02-01,
FIAT,-,2014-03-01,
FIAT,-,2014-04-01,
FIAT,-,2014-05-01,
FIAT,12,2014-06-01,
FIAT,14,2014-07-01,
FIAT,25,2014-08-01,
FIAT,51,2014-09-01,
FIAT,20,2014-10-01,
FIAT,16,2014-11-01,
FIAT,18,2014-12-01,
FORD,637,2014-01-01,
FORD,547,2014-02-01,
FORD,573,2014-03-01,
FORD,900,2014-04-01,
FORD,895,2014-05-01,
FORD,1196,2014-06-01,
FORD,899,2014-07-01,
FORD,1024,2014-08-01,
FORD,1128,2014-09-01,
FORD,1194,2014-10-01,
FORD,1219,2014-11-01,
FORD,1402,2014-12-01,
FOTON,-,2014-01-01,
FOTON,-,2014-02-01,
FOTON,-,2014-03-01,
FOTON,-,2014-04-01,
FOTON,-,2014-05-01,
FOTON,-,2014-06-01,
FOTON,-,2014-07-01,
FOTON,-,2014-08-01,
FOTON,-,2014-09-01,
FOTON,-,2014-10-01,
FOTON,-,2014-11-01,
FOTON,-,2014-12-01,
GEELY,12,2014-01-01,-
GEELY,20,2014-02-01,-
GEELY,10,2014-03-01,-
GEELY,27,2014-04-01,-
GEELY,12,2014-05-01,-
GEELY,14,2014-06-01,-
GEELY,17,2014-07-01,-
GEELY,23,2014-08-01,-
GEELY,15,2014-09-01,-
GEELY,19,2014-10-01,-
GEELY,15,2014-11-01,-
GEELY,7,2014-12-01,-
HINO,2518,2014-01-01,3026
HINO,2819,2014-02-01,3137
HINO,3420,2014-03-01,3277
HINO,2817,2014-04-01,2872
HINO,2282,2014-05-01,2247
HINO,2400,2014-06-01,3161
HINO,1781,2014-07-01,2026
HINO,2119,2014-08-01,2294
HINO,2186,2014-09-01,2876
HINO,2504,2014-10-01,2606
HINO,2530,2014-11-01,2605
HINO,2571,2014-12-01,2277
HONDA,6695,2014-01-01,6653
HONDA,11225,2014-02-01,11037
HONDA,13334,2014-03-01,13889
HONDA,12991,2014-04-01,15320
HONDA,14436,2014-05-01,14816
HONDA,14479,2014-06-01,16648
HONDA,12217,2014-07-01,12174
HONDA,12500,2014-08-01,16434
HONDA,15128,2014-09-01,14785
HONDA,12864,2014-10-01,15405
HONDA,11557,2014-11-01,11087
HONDA,14478,2014-12-01,11098
HYUNDAI,312,2014-01-01,
HYUNDAI,280,2014-02-01,
HYUNDAI,206,2014-03-01,
HYUNDAI,248,2014-04-01,
HYUNDAI,234,2014-05-01,
HYUNDAI,252,2014-06-01,
HYUNDAI,222,2014-07-01,
HYUNDAI,155,2014-08-01,
HYUNDAI,140,2014-09-01,
HYUNDAI,199,2014-10-01,
HYUNDAI,174,2014-11-01,
HYUNDAI,203,2014-12-01,
HYUNDAI (PC),,2014-01-01,28
HYUNDAI (PC),,2014-02-01,37
HYUNDAI (PC),,2014-03-01,55
HYUNDAI (PC),,2014-04-01,11
HYUNDAI (PC),,2014-05-01,28
HYUNDAI (PC),,2014-06-01,55
HYUNDAI (PC),,2014-07-01,36
HYUNDAI (PC),,2014-08-01,41
HYUNDAI (PC),,2014-09-01,50
HYUNDAI (PC),,2014-10-01,21
HYUNDAI (PC),,2014-11-01,31
HYUNDAI (PC),,2014-12-01,68
INFINITI,1,2014-01-01,
INFINITI,1,2014-02-01,
INFINITI,2,2014-03-01,
INFINITI,1,2014-04-01,
INFINITI,-,2014-05-01,
INFINITI,-,2014-06-01,
INFINITI,-,2014-07-01,
INFINITI,-,2014-08-01,
INFINITI,3,2014-09-01,
INFINITI,1,2014-10-01,
INFINITI,-,2014-11-01,
INFINITI,-,2014-12-01,
ISUZU,2564,2014-01-01,2488
ISUZU,2331,2014-02-01,3126
ISUZU,2341,2014-03-01,3023
ISUZU,2321,2014-04-01,2868
ISUZU,2163,2014-05-01,2442
ISUZU,2293,2014-06-01,2454
ISUZU,1891,2014-07-01,2418
ISUZU,2333,2014-08-01,2328
ISUZU,2523,2014-09-01,2471
ISUZU,2899,2014-10-01,2496
ISUZU,2588,2014-11-01,450
ISUZU,2259,2014-12-01,1206
JAGUAR,6,2014-01-01,
JAGUAR,4,2014-02-01,
JAGUAR,6,2014-03-01,
JAGUAR,2,2014-04-01,
JAGUAR,3,2014-05-01,
JAGUAR,3,2014-06-01,
JAGUAR,3,2014-07-01,
JAGUAR,3,2014-08-01,
JAGUAR,9,2014-09-01,
JAGUAR,5,2014-10-01,
JAGUAR,3,2014-11-01,
JAGUAR,3,2014-12-01,
JEEP,118,2014-01-01,
JEEP,185,2014-02-01,
JEEP,188,2014-03-01,
JEEP,30,2014-04-01,
JEEP,66,2014-05-01,
JEEP,68,2014-06-01,
JEEP,46,2014-07-01,
JEEP,59,2014-08-01,
JEEP,102,2014-09-01,
JEEP,95,2014-10-01,
JEEP,70,2014-11-01,
JEEP,38,2014-12-01,
K I A,759,2014-01-01,
K I A,620,2014-02-01,
K I A,559,2014-03-01,
K I A,506,2014-04-01,
K I A,702,2014-05-01,
K I A,710,2014-06-01,
K I A,496,2014-07-01,
K I A,481,2014-08-01,
K I A,461,2014-09-01,
K I A,511,2014-10-01,
K I A,402,2014-11-01,
K I A,357,2014-12-01,
LAND ROVER,15,2014-01-01,
LAND ROVER,26,2014-02-01,
LAND ROVER,13,2014-03-01,
LAND ROVER,16,2014-04-01,
LAND ROVER,12,2014-05-01,
LAND ROVER,17,2014-06-01,
LAND ROVER,18,2014-07-01,
LAND ROVER,18,2014-08-01,
LAND ROVER,18,2014-09-01,
LAND ROVER,32,2014-10-01,
LAND ROVER,13,2014-11-01,
LAND ROVER,11,2014-12-01,
LEXUS,-,2014-01-01,
LEXUS,101,2014-02-01,
LEXUS,85,2014-03-01,
LEXUS,93,2014-04-01,
LEXUS,43,2014-05-01,
LEXUS,91,2014-06-01,
LEXUS,23,2014-07-01,
LEXUS,38,2014-08-01,
LEXUS,41,2014-09-01,
LEXUS,36,2014-10-01,
LEXUS,33,2014-11-01,
LEXUS,43,2014-12-01,
MAN TRUCK,9,2014-01-01,
MAN TRUCK,13,2014-02-01,
MAN TRUCK,9,2014-03-01,
MAN TRUCK,8,2014-04-01,
MAN TRUCK,5,2014-05-01,
MAN TRUCK,7,2014-06-01,
MAN TRUCK,4,2014-07-01,
MAN TRUCK,2,2014-08-01,
MAN TRUCK,8,2014-09-01,
MAN TRUCK,13,2014-10-01,
MAN TRUCK,17,2014-11-01,
MAN TRUCK,14,2014-12-01,
MAZDA,822,2014-01-01,
MAZDA,832,2014-02-01,
MAZDA,909,2014-03-01,
MAZDA,803,2014-04-01,
MAZDA,808,2014-05-01,
MAZDA,1011,2014-06-01,
MAZDA,693,2014-07-01,
MAZDA,504,2014-08-01,
MAZDA,573,2014-09-01,
MAZDA,495,2014-10-01,
MAZDA,899,2014-11-01,
MAZDA,803,2014-12-01,
MERCEDES BENZ,276,2014-01-01,210
MERCEDES BENZ,260,2014-02-01,231
MERCEDES BENZ,296,2014-03-01,214
MERCEDES BENZ,250,2014-04-01,241
MERCEDES BENZ,277,2014-05-01,159
MERCEDES BENZ,339,2014-06-01,165
MERCEDES BENZ,342,2014-07-01,122
MERCEDES BENZ,317,2014-08-01,115
MERCEDES BENZ,268,2014-09-01,261
MERCEDES BENZ,405,2014-10-01,216
MERCEDES BENZ,361,2014-11-01,204
MERCEDES BENZ,497,2014-12-01,165
MINI,25,2014-01-01,
MINI,25,2014-02-01,
MINI,40,2014-03-01,
MINI,25,2014-04-01,
MINI,51,2014-05-01,
MINI,55,2014-06-01,
MINI,21,2014-07-01,
MINI,25,2014-08-01,
MINI,62,2014-09-01,
MINI,70,2014-10-01,
MINI,65,2014-11-01,
MINI,46,2014-12-01,
MITSUBISHI,12156,2014-01-01,12462
MITSUBISHI,13228,2014-02-01,11522
MITSUBISHI,14262,2014-03-01,12054
MITSUBISHI,11357,2014-04-01,11777
MITSUBISHI,10492,2014-05-01,9609
MITSUBISHI,12675,2014-06-01,9941
MITSUBISHI,10124,2014-07-01,5808
MITSUBISHI,10069,2014-08-01,8696
MITSUBISHI,12842,2014-09-01,10914
MITSUBISHI,12749,2014-10-01,9880
MITSUBISHI,11351,2014-11-01,9333
MITSUBISHI,13163,2014-12-01,6269
NISSAN,4299,2014-01-01,3196
NISSAN,4299,2014-02-01,2836
NISSAN,4099,2014-03-01,3544
NISSAN,3499,2014-04-01,2699
NISSAN,3485,2014-05-01,2238
NISSAN,2368,2014-06-01,3467
NISSAN,2480,2014-07-01,3101
NISSAN,2477,2014-08-01,1525
NISSAN,2535,2014-09-01,1276
NISSAN,2320,2014-10-01,1928
NISSAN,1804,2014-11-01,1505
NISSAN,1727,2014-12-01,1235
PEUGEOT,6,2014-01-01,
PEUGEOT,7,2014-02-01,
PEUGEOT,2,2014-03-01,
PEUGEOT,8,2014-04-01,
PEUGEOT,6,2014-05-01,
PEUGEOT,5,2014-06-01,
PEUGEOT,5,2014-07-01,
PEUGEOT,8,2014-08-01,
PEUGEOT,10,2014-09-01,
PEUGEOT,3,2014-10-01,
PEUGEOT,5,2014-11-01,
PEUGEOT,9,2014-12-01,
PROTON,28,2014-01-01,
PROTON,62,2014-02-01,
PROTON,75,2014-03-01,
PROTON,63,2014-04-01,
PROTON,83,2014-05-01,
PROTON,75,2014-06-01,
PROTON,64,2014-07-01,
PROTON,32,2014-08-01,
PROTON,42,2014-09-01,
PROTON,31,2014-10-01,
PROTON,39,2014-11-01,
PROTON,48,2014-12-01,
RENAULT (PC),5,2014-01-01,
RENAULT (PC),11,2014-02-01,
RENAULT (PC),13,2014-03-01,
RENAULT (PC),14,2014-04-01,
RENAULT (PC),12,2014-05-01,
RENAULT (PC),12,2014-06-01,
RENAULT (PC),10,2014-07-01,
RENAULT (PC),17,2014-08-01,
RENAULT (PC),29,2014-09-01,
RENAULT (PC),7,2014-10-01,
RENAULT (PC),33,2014-11-01,
RENAULT (PC),71,2014-12-01,
SMART,7,2014-01-01,
SMART,3,2014-02-01,
SMART,2,2014-03-01,
SMART,2,2014-04-01,
SMART,-,2014-05-01,
SMART,1,2014-06-01,
SMART,3,2014-07-01,
SMART,7,2014-08-01,
SMART,3,2014-09-01,
SMART,4,2014-10-01,
SMART,1,2014-11-01,
SMART,3,2014-12-01,
SUBARU,86,2014-01-01,
SUBARU,93,2014-02-01,
SUBARU,65,2014-03-01,
SUBARU,92,2014-04-01,
SUBARU,91,2014-05-01,
SUBARU,107,2014-06-01,
SUBARU,64,2014-07-01,
SUBARU,83,2014-08-01,
SUBARU,82,2014-09-01,
SUBARU,50,2014-10-01,
SUBARU,-,2014-11-01,
SUBARU,-,2014-12-01,
SUZUKI,14217,2014-01-01,13963
SUZUKI,13639,2014-02-01,12429
SUZUKI,14967,2014-03-01,19323
SUZUKI,12455,2014-04-01,17666
SUZUKI,13223,2014-05-01,11401
SUZUKI,14504,2014-06-01,12622
SUZUKI,13010,2014-07-01,11046
SUZUKI,11296,2014-08-01,14230
SUZUKI,13167,2014-09-01,16669
SUZUKI,12500,2014-10-01,16764
SUZUKI,12378,2014-11-01,14610
SUZUKI,15134,2014-12-01,11072
TATA,23,2014-01-01,
TATA,27,2014-02-01,
TATA,25,2014-03-01,
TATA,44,2014-04-01,
TATA,49,2014-05-01,
TATA,59,2014-06-01,
TATA,71,2014-07-01,
TATA,87,2014-08-01,
TATA,92,2014-09-01,
TATA,119,2014-10-01,
TATA,116,2014-11-01,
TATA,100,2014-12-01,
TOYOTA,32545,2014-01-01,44934
TOYOTA,33011,2014-02-01,48365
TOYOTA,34120,2014-03-01,50606
TOYOTA,34271,2014-04-01,50308
TOYOTA,33333,2014-05-01,39216
TOYOTA,35733,2014-06-01,50094
TOYOTA,31282,2014-07-01,38344
TOYOTA,30045,2014-08-01,46358
TOYOTA,31172,2014-09-01,46027
TOYOTA,30042,2014-10-01,48305
TOYOTA,30406,2014-11-01,41289
TOYOTA,32135,2014-12-01,38873
UD TRUCKS,66,2014-01-01,196
UD TRUCKS,97,2014-02-01,158
UD TRUCKS,100,2014-03-01,128
UD TRUCKS,108,2014-04-01,131
UD TRUCKS,89,2014-05-01,125
UD TRUCKS,81,2014-06-01,101
UD TRUCKS,45,2014-07-01,50
UD TRUCKS,62,2014-08-01,-
UD TRUCKS,71,2014-09-01,-
UD TRUCKS,73,2014-10-01,-
UD TRUCKS,67,2014-11-01,-
UD TRUCKS,64,2014-12-01,-
VOLKSWAGEN,78,2014-01-01,39
VOLKSWAGEN,111,2014-02-01,33
VOLKSWAGEN,71,2014-03-01,15
VOLKSWAGEN,53,2014-04-01,42
VOLKSWAGEN,57,2014-05-01,42
VOLKSWAGEN,97,2014-06-01,76
VOLKSWAGEN,57,2014-07-01,43
VOLKSWAGEN,62,2014-08-01,53
VOLKSWAGEN,77,2014-09-01,55
VOLKSWAGEN,152,2014-10-01,100
VOLKSWAGEN,111,2014-11-01,53
VOLKSWAGEN,156,2014-12-01,-
